Bulan,Course,Category,Jumlah Partisipan,Kecepatan pelayanan,Kemudahan fungsi fungsi untuk digunakan,Kemudahan nama situs untuk diingat,Kemudahan situs untuk dipahami,Kemudahan untuk dihubungi,Kemudahan untuk dipahami,Kenyamanan dalam mempelajari materi,Keramahan petugas,Manfaat terhadap tugas,Pengetahuan terhadap situs,Sistematika Penulisan,Tampilan situs,Final Score
6,Overview OSP FTTH,Digital & ICT (EL-DIC),17,95.20,95.20,95.20,95.20,95.20,95.20,95.20,95.20,96.36,95.20,95.20,95.20,95.3
6,Pelabelan Perangkat OLT Dan FTM,Digital & ICT (EL-DIC),3,90.00,85.71,95.56,90.00,85.71,90.00,90.00,85.71,93.85,90.00,93.85,90.00,90.03
6,Pelabelan Segmen Distribusi,Digital & ICT (EL-DIC),1,100.00,90.00,90.00,100.00,90.00,100.00,90.00,90.00,100.00,90.00,100.00,90.00,94.17
6,Pengantar Broadband Service,Digital & ICT (EL-DIC),5,88.42,87.78,87.78,87.78,88.42,87.78,87.78,88.42,87.78,88.42,87.78,85.88,87.84
6,Pengantar IOAN,Digital & ICT (EL-DIC),1,90.00,100.00,90.00,100.00,90.00,100.00,90.00,100.00,90.00,90.00,90.00,100.00,94.17
6,Pengantar Komunikasi Satelit,Digital & ICT (EL-DIC),1,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90
6,Product Indihub,Digital & ICT (EL-DIC),1,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90
6,Product Knowledge Indihome,Digital & ICT (EL-DIC),32,94.75,94.53,94.71,94.20,94.75,95.15,94.89,94.75,96.14,94.75,94.68,94.86,94.85
6,Product Management,Digital & ICT (EL-DIC),5,91.00,92.38,92.38,92.38,91.00,92.38,92.38,91.00,92.38,91.00,91.00,91.00,91.69
6,Produk ASTINET,Digital & ICT (EL-DIC),37,90.74,91.52,92.16,91.33,90.74,92.21,91.71,90.54,91.66,90.74,92.99,92.16,91.54
6,Produk DigiClinic,Digital & ICT (EL-DIC),4,90.00,88.00,90.00,90.00,90.00,90.00,92.94,90.00,90.00,90.00,90.00,90.00,90.08
6,Produk DigiConnect,Digital & ICT (EL-DIC),4,91.25,95.56,95.56,95.56,91.25,95.56,95.56,91.25,95.56,91.25,95.56,95.56,94.12
6,Produk DigiERP,Digital & ICT (EL-DIC),5,94.55,94.55,94.55,94.55,94.55,94.55,94.55,94.55,94.55,94.55,94.55,94.55,94.55
6,Produk DigiHotel,Digital & ICT (EL-DIC),61,92.63,93.51,93.33,93.41,92.89,93.54,93.79,93.07,93.69,92.33,93.72,93.41,93.28
6,Produk eParkir,Digital & ICT (EL-DIC),49,93.56,93.81,93.81,92.95,93.04,93.24,92.75,93.71,93.81,93.71,92.91,92.91,93.35
6,Produk Global Link,Digital & ICT (EL-DIC),2,95.56,95.56,95.56,95.56,95.56,95.56,100.00,95.56,95.56,95.56,100.00,95.56,96.3
6,Produk Hosted PBX,Digital & ICT (EL-DIC),8,92.73,91.72,93.75,93.75,93.53,93.94,92.00,93.53,94.86,94.86,93.94,92.90,93.46
6,Produk HSI (High Speed Internet),Digital & ICT (EL-DIC),23,92.42,93.88,93.40,93.40,92.42,93.88,93.40,91.40,94.34,92.71,95.25,92.42,93.24
6,Produk IP Transit,Digital & ICT (EL-DIC),2,100.00,95.56,95.56,95.56,100.00,95.56,100.00,100.00,95.56,95.56,95.56,95.56,97.04
6,Produk IT Tools Support for IOAN,Digital & ICT (EL-DIC),2,92.50,92.50,95.56,95.56,92.50,95.56,95.56,92.50,92.50,92.50,92.50,92.50,93.52
6,Produk MangoeSky,Digital & ICT (EL-DIC),69,92.35,93.15,93.49,93.17,92.52,93.77,93.26,92.78,93.40,92.85,93.24,93.24,93.1
6,Produk Metro Ethernet,Digital & ICT (EL-DIC),11,93.62,92.44,94.17,94.47,93.62,94.58,93.62,93.62,94.17,92.61,94.17,93.48,93.71
6,Produk Metro Ethernet,Digital & ICT (EL-DIC),4,85.71,85.71,85.71,85.71,85.71,85.71,89.33,85.71,85.71,85.71,89.33,85.71,86.31
6,Produk QREN,Digital & ICT (EL-DIC),97,91.90,91.93,92.12,92.12,91.90,91.87,91.84,91.81,92.07,92.07,92.29,92.41,92.03
6,Produk Sakoo,Digital & ICT (EL-DIC),90,89.83,89.77,89.83,90.00,89.62,89.74,89.94,90.23,90.00,89.91,89.56,90.17,89.88
6,Produk SATU,Digital & ICT (EL-DIC),15,88.93,88.00,88.00,88.00,88.00,88.00,89.82,88.00,88.00,88.00,88.00,88.00,88.23
6,Produk SIMDIK,Digital & ICT (EL-DIC),72,90.84,90.85,91.45,90.92,90.77,90.36,90.25,90.77,90.25,90.74,90.50,91.12,90.74
6,Produk SIP Trunking,Digital & ICT (EL-DIC),8,91.25,90.32,91.25,91.25,88.46,92.73,91.88,91.25,94.12,91.25,93.33,91.25,91.53
6,Produk SL WDM,Digital & ICT (EL-DIC),2,95.56,95.56,95.56,95.56,95.56,95.56,100.00,95.56,95.56,95.56,95.56,95.56,95.93
6,Produk SLI 007,Digital & ICT (EL-DIC),4,95.56,95.56,95.56,95.56,95.56,95.56,97.89,95.56,95.56,95.56,97.89,95.56,95.95
6,Produk SLJJ,Digital & ICT (EL-DIC),7,96.25,94.84,93.33,94.84,96.25,93.33,94.84,94.84,94.84,94.84,93.33,93.33,94.57
6,Produk SMS A2P,Digital & ICT (EL-DIC),2,100.00,95.56,95.56,95.56,100.00,95.56,100.00,100.00,95.56,95.56,95.56,95.56,97.04
6,Produk Specific Content Connectivity,Digital & ICT (EL-DIC),1,90.00,90.00,90.00,90.00,90.00,90.00,100.00,90.00,90.00,90.00,100.00,90.00,91.67
6,Produk Virtual Local Number,Digital & ICT (EL-DIC),6,95.56,92.50,92.50,92.50,95.56,92.50,92.50,95.56,92.50,95.56,91.30,92.50,93.42
6,Produk VPN IP,Digital & ICT (EL-DIC),5,91.00,92.38,94.55,94.55,93.33,94.55,93.33,94.55,96.52,93.33,91.00,94.55,93.64
6,Produk VPN IP,Digital & ICT (EL-DIC),5,88.42,88.42,88.42,88.42,88.42,88.42,88.42,88.42,88.42,88.42,88.42,88.42,88.42
6,Produk WiFi,Digital & ICT (EL-DIC),9,93.85,91.35,92.63,92.63,92.63,95.00,91.89,93.85,96.10,91.89,92.63,92.63,93.09
6,Quick Guide Instalasi PT-2,Digital & ICT (EL-DIC),5,93.33,91.00,91.00,91.00,91.00,91.00,93.33,91.00,91.00,91.00,91.00,93.33,91.58
6,Revenue Models,Digital & ICT (EL-DIC),6,94.62,94.62,94.62,94.62,94.62,94.62,96.30,94.62,94.62,94.62,94.62,94.62,94.76
6,Sales Force Management,Digital & ICT (EL-DIC),2,80.00,80.00,80.00,80.00,80.00,85.71,80.00,80.00,80.00,80.00,80.00,80.00,80.48
6,Segmentation,Digital & ICT (EL-DIC),5,96.52,94.55,96.52,96.52,94.55,96.52,96.52,96.52,96.52,96.52,94.55,96.52,96.03
6,Selling Skill,Digital & ICT (EL-DIC),1,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100
6,Service Excellence,Digital & ICT (EL-DIC),4,87.14,89.33,91.25,91.25,87.14,91.25,89.33,87.14,94.12,87.14,89.33,91.25,89.64
6,SIIS 3.0 - Modul 1 - SIIS,Digital & ICT (EL-DIC),8,96.76,96.76,95.56,95.56,95.56,95.56,95.56,95.56,95.56,96.76,95.56,96.76,95.96
6,SIIS 3.0 - Modul 2 - Menu SIIS,Digital & ICT (EL-DIC),3,97.14,97.14,97.14,97.14,97.14,97.14,97.14,97.14,97.14,97.14,97.14,97.14,97.14
6,SIIS 3.0 - Modul 4 - Tips and Trick,Digital & ICT (EL-DIC),1,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90
6,SIIS 3.0 - Modul 5 - Menu Help Desk,Digital & ICT (EL-DIC),2,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56
6,Sistem Telekomunikasi Vol 1,Digital & ICT (EL-DIC),2,90.00,95.56,95.56,90.00,90.00,90.00,95.56,90.00,90.00,90.00,95.56,90.00,91.85
6,Software Defined Networking,Digital & ICT (EL-DIC),3,90.00,90.00,90.00,90.00,90.00,90.00,93.85,90.00,90.00,90.00,93.85,90.00,90.64
6,Targetting,Digital & ICT (EL-DIC),1,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90
6,Teknologi GPON,Digital & ICT (EL-DIC),221,92.51,92.26,92.61,92.49,92.36,91.92,91.60,92.76,92.58,92.43,92.13,92.32,92.33
6,Teknologi WiFi,Digital & ICT (EL-DIC),605,92.52,92.32,92.27,92.16,92.31,92.07,92.04,92.49,92.60,92.61,92.32,92.16,92.32
6,Telkom VPN IP Bisnis for AM,Digital & ICT (EL-DIC),1,80.00,70.00,90.00,70.00,80.00,80.00,70.00,80.00,90.00,80.00,80.00,70.00,78.33
6,Transmisi Serat Optik 2,Digital & ICT (EL-DIC),1,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90
6,UI UX,Digital & ICT (EL-DIC),10,92.86,92.86,92.86,92.86,92.86,92.86,92.68,92.86,92.86,92.86,92.86,92.86,92.85
6,UX Process,Digital & ICT (EL-DIC),14,93.90,92.22,92.63,92.14,93.56,93.56,92.22,94.33,93.56,93.10,92.63,92.63,93.04
6,Virtual Local Number,Digital & ICT (EL-DIC),2,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90
6,Word of Mouth Marketing,Digital & ICT (EL-DIC),195,92.56,92.20,92.56,92.70,92.21,92.34,92.37,92.90,93.02,92.34,92.71,92.76,92.56
6,"5R (Ringkas, Rapi, Resik, Rawat, Rajin)",General (EL-GNR),2,90.00,80.00,90.00,90.00,90.00,90.00,90.00,90.00,85.71,90.00,85.71,90.00,88.45
6,Account Management,General (EL-GNR),15,91.23,95.81,95.16,95.16,91.23,95.87,94.58,92.07,95.82,91.43,94.38,95.87,94.05
6,Account Management (APC),General (EL-GNR),5,90.00,90.00,90.00,90.00,90.00,92.38,92.38,90.00,92.38,90.00,92.38,90.00,90.79
6,Analisa Kelayakan Investasi,General (EL-GNR),2,85.71,85.71,85.71,85.71,85.71,85.71,85.71,85.71,85.71,85.71,85.71,85.71,85.71
6,Arsitektur Kepemimpinan dan Budaya Perusahaan,General (EL-GNR),6,89.33,90.67,91.25,90.67,89.33,92.94,92.38,89.33,92.00,89.33,92.00,90.67,90.83
6,Asset Management,General (EL-GNR),3,85.71,90.00,90.00,90.00,85.71,92.50,91.43,85.71,93.85,85.71,93.85,90.00,89.54
6,Basic Accounting,General (EL-GNR),6,87.27,92.00,92.00,92.00,88.70,92.00,90.83,88.70,92.00,88.70,90.83,92.00,90.59
6,Basic Budgeting,General (EL-GNR),1,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90
6,Basic Leadership (Bilingual),General (EL-GNR),18,91.88,91.88,92.29,92.68,91.88,92.57,91.88,91.18,92.70,91.88,92.05,91.76,92.05
6,Basic Performance Management,General (EL-GNR),4,93.85,97.14,97.14,97.14,93.85,93.85,93.85,93.85,91.25,93.85,91.25,97.14,94.51
6,Bekerja Dalam Tim,General (EL-GNR),923,92.53,92.64,92.68,92.82,92.30,92.90,92.94,92.50,93.20,92.77,92.85,92.56,92.72
6,Brand Management,General (EL-GNR),5,83.33,83.33,83.33,0,83.33,82.67,83.33,83.33,82.22,83.33,80.00,83.33,75.96
6,Building Workforce Management (APC),General (EL-GNR),2,85.71,85.71,85.71,85.71,85.71,85.71,85.71,85.71,85.71,85.71,85.71,85.71,85.71
6,Business English 3,General (EL-GNR),1,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90
6,Business English 4,General (EL-GNR),2,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80
6,Change Management (Bilingual),General (EL-GNR),1,0,0,0,0,0,90.00,90.00,0,90.00,0,90.00,0,30
6,Creative Thinking,General (EL-GNR),5,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,93.33,93.85,93.00,95.56,95.02
6,Digital Competence Information,General (EL-GNR),2,90.00,90.00,95.56,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.46
6,e-Media & Edutainment Basic- 4: Content Trend & Business Landscape,General (EL-GNR),1,0,0,0,0,0,0,0,0,90.00,0,90.00,0,15
6,E-Payment Security,General (EL-GNR),1,0,0,0,0,0,0,0,0,90.00,0,90.00,0,15
6,Effective Communication,General (EL-GNR),22,91.86,91.86,92.53,93.10,91.53,93.03,93.04,91.86,93.68,91.86,92.75,92.95,92.5
6,Emotional Intelligence Development,General (EL-GNR),3,92.50,95.56,95.56,95.56,92.50,95.56,95.56,92.50,91.67,95.56,89.09,92.50,93.68
6,Enterprise Application,General (EL-GNR),1,0,0,0,0,0,0,0,0,80.00,0,80.00,0,13.33
6,Enterprise IT Governance,General (EL-GNR),1,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90
6,Enterprise Risk Management,General (EL-GNR),2,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,85.71,90.00,89.64
6,Etika Bisnis Telkom Group,General (EL-GNR),27,90.39,91.73,92.08,90.87,90.87,92.68,91.62,90.39,94.41,90.10,91.38,92.18,91.56
6,Etika Menulis,General (EL-GNR),2,92.50,92.50,92.50,92.50,92.50,92.50,92.50,92.50,92.50,92.50,92.50,92.50,92.5
6,Financial Analysis,General (EL-GNR),1,80.00,70.00,70.00,70.00,80.00,70.00,70.00,80.00,70.00,80.00,70.00,70.00,73.33
6,Financial Ratios Analysis,General (EL-GNR),2,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56
6,Finon,General (EL-GNR),492,92.59,92.42,92.30,92.58,92.58,91.97,92.32,92.54,92.43,92.58,92.34,92.32,92.41
6,Foundation of Performance Management,General (EL-GNR),1,90.00,80.00,90.00,70.00,90.00,80.00,60.00,90.00,90.00,90.00,80.00,90.00,83.33
6,Fraud Risk Management,General (EL-GNR),3,90.00,90.00,90.00,90.00,90.00,87.27,86.00,90.00,87.27,90.00,87.27,90.00,88.98
6,Fundamental English,General (EL-GNR),14,90.77,90.94,92.94,90.94,91.32,91.23,91.32,92.22,91.23,90.77,90.71,90.38,91.23
6,Global Mindset Inventory,General (EL-GNR),1,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90
6,HTML Tingkat Dasar,General (EL-GNR),1,80.00,80.00,80.00,80.00,90.00,90.00,90.00,90.00,90.00,80.00,90.00,80.00,85
6,Inspiring People,General (EL-GNR),2,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100
6,Integrated Marketing Communication,General (EL-GNR),1,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90
6,Kebijakan Bisnis & Operasional (APC),General (EL-GNR),3,87.27,90.00,87.27,87.27,87.27,87.27,91.67,87.27,87.27,87.27,86.00,93.85,88.31
6,Kelas Industri - Solusi Kurikulum dan Sertifikasi Fiber Optic,General (EL-GNR),1,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100
6,Konsep Strategi Alliansi dan Akuisisi,General (EL-GNR),3,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100
6,Konteks Manajemen Proyek dan Proses,General (EL-GNR),2,85.71,90.00,90.00,90.00,90.00,90.00,85.71,85.71,85.71,85.71,90.00,85.71,87.86
6,Leadership of Change,General (EL-GNR),28,90.10,91.56,90.84,92.25,90.39,92.35,91.68,90.10,93.05,91.15,91.86,90.19,91.29
6,Lean Startup Implementation Process,General (EL-GNR),1,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100
6,Malcolm Baldridge Dasar,General (EL-GNR),1,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100
6,Managing Cash Flow,General (EL-GNR),1,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80
6,Manajemen Waktu,General (EL-GNR),25,92.43,92.28,93.33,93.33,92.53,94.26,93.92,92.16,94.91,93.55,92.95,93.96,93.3
6,Marketing Battle plan,General (EL-GNR),1,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80
6,Marketing Research,General (EL-GNR),1,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90
6,Memperindah Tampilan Website dengan CSS,General (EL-GNR),1,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100
6,Microsoft Access Advanced,General (EL-GNR),1,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100
6,Microsoft Access Fundamental,General (EL-GNR),1,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100
6,Microsoft Project 2003 Tingkat Dasar,General (EL-GNR),1,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100
6,Negotiation Skill,General (EL-GNR),3,93.85,93.85,93.85,93.85,93.85,93.85,93.85,93.85,93.85,93.85,93.85,93.85,93.85
6,Network & IT Security Basic vol 1,General (EL-GNR),1,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100
6,Network & IT Security Basic vol 2,General (EL-GNR),1,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90
6,OM Kabel Serat Optik,General (EL-GNR),22,91.69,91.14,91.14,90.80,91.86,91.40,90.48,92.00,92.05,91.76,91.40,91.14,91.41
6,Online Bootcamp Telkom Certified Basic Financial (TCBF),General (EL-GNR),2,95.56,95.56,95.56,95.56,95.56,92.50,92.50,95.56,95.56,95.56,95.56,95.56,95.05
6,Outgoing Payment Procedure,General (EL-GNR),1,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100
6,Overview Enterprise IT,General (EL-GNR),3,97.14,97.14,97.14,97.14,97.14,97.14,97.14,97.14,97.14,97.14,97.14,97.14,97.14
6,Pattern & Teknologi WEB 2.0,General (EL-GNR),2,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100
6,Pemograman Flash Dengan Script Dasar,General (EL-GNR),1,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100
6,Pemrograman PHP MySQL dengan Teknik OOP,General (EL-GNR),1,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100
6,Pengantar Hukum Bisnis,General (EL-GNR),1,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100
6,Pengantar Web 2.0,General (EL-GNR),1,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100
6,Pengembangan Bisnis,General (EL-GNR),1,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100
6,Pengenalan Sistem Manajemen Mutu ISO 9001:2008,General (EL-GNR),1,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100
6,Pengendalian Gratifikasi,General (EL-GNR),2,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90
6,Pengendalian Internal,General (EL-GNR),3,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90
6,Pengolahan Data dengan Ms. EXCEL,General (EL-GNR),2,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56
6,"Performance Control, Tools & Format",General (EL-GNR),2,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56
6,Problem Analysis Decision Making,General (EL-GNR),3,84.00,84.00,84.00,84.00,84.00,84.00,84.00,84.00,84.00,84.00,84.00,84.00,84
6,Product Knowledge - TELKOM Metro,General (EL-GNR),1,90.00,90.00,90.00,90.00,90.00,70.00,70.00,90.00,70.00,90.00,70.00,90.00,83.33
6,Product Knowledge - TELKOM Vicon,General (EL-GNR),5,92.38,94.55,94.55,94.55,92.38,94.55,94.55,92.38,94.55,92.38,94.55,94.55,93.83
6,Product Knowledge - VPN Instant,General (EL-GNR),2,95.56,100.00,100.00,100.00,95.56,100.00,100.00,95.56,100.00,95.56,100.00,100.00,98.52
6,Product Knowledge UseeTV Cable,General (EL-GNR),3,97.14,93.85,97.14,93.85,93.85,93.85,97.14,93.85,93.85,97.14,93.85,97.14,95.22
6,Project Scope Management,General (EL-GNR),1,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100
6,Routing Protocol IS-IS,General (EL-GNR),1,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100
6,Sarbanes Oxley Act,General (EL-GNR),1,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100
6,Security Awareness,General (EL-GNR),12,93.33,94.23,94.23,94.23,93.33,94.72,94.23,93.33,94.23,93.33,94.72,94.23,94.01
6,Security V Advanced,General (EL-GNR),1,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100
6,Security V Fundamental,General (EL-GNR),1,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100
6,Service & Layanan IP PBX,General (EL-GNR),1,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100
6,Standar Profesi Audit Internal,General (EL-GNR),2,90.00,90.00,90.00,90.00,90.00,85.71,85.71,90.00,90.00,90.00,85.71,90.00,88.93
6,Store Procedure & Function MySQL,General (EL-GNR),1,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100
6,Stress Management,General (EL-GNR),1,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100
6,Supervisory Management,General (EL-GNR),1,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100
6,Tata Cara Penulisan Karya Ilmiah,General (EL-GNR),1,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90
6,TCP/IP  Overview,General (EL-GNR),31,92.22,92.38,93.12,93.12,92.38,92.80,92.54,92.16,92.36,92.60,93.49,92.60,92.65
6,TCP/IP BAG 1,General (EL-GNR),16,93.43,93.53,94.15,93.43,93.43,93.53,93.53,93.53,94.20,93.53,94.20,93.53,93.67
6,TCP/IP BAG 2,General (EL-GNR),15,93.75,94.46,94.46,94.46,93.75,93.75,93.75,93.75,94.38,94.46,95.15,93.75,94.16
6,TCP/IP BAG 3,General (EL-GNR),16,93.24,93.24,93.24,93.24,93.24,93.24,93.24,93.24,93.91,93.24,93.91,93.24,93.35
6,TCP/IP BAG 4,General (EL-GNR),21,95.32,95.79,95.79,95.79,95.79,95.79,95.79,95.79,96.25,95.79,96.25,95.79,95.83
6,Teknologi Softswitch,General (EL-GNR),1,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100
6,Telkom Video Conference,General (EL-GNR),2,92.50,92.50,92.50,92.50,100.00,92.50,92.50,92.50,92.50,92.50,92.50,92.50,93.13
6,Territory Management,General (EL-GNR),2,80.00,80.00,80.00,80.00,80.00,70.00,70.00,80.00,76.00,80.00,76.00,80.00,77.67
6,Territory Management (APC),General (EL-GNR),3,93.85,93.85,93.85,93.85,93.85,93.85,93.85,93.85,93.85,93.85,93.85,93.85,93.85
6,The Service Lifecycle,General (EL-GNR),1,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100
6,Time Solution For Banking Business,General (EL-GNR),1,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100
6,Time Solution For Document Cargo Business,General (EL-GNR),1,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100
6,TIMES Business Awareness,General (EL-GNR),2,100.00,100.00,100.00,100.00,100.00,100.00,92.50,100.00,92.50,100.00,92.50,100.00,98.13
6,VIP (Very Intensive Program) - Seri Program Hidup Sehat,General (EL-GNR),1,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100
6,Virtual Private Network (VPN),General (EL-GNR),1,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100
6,Virus Sikap di Tempat Kerja,General (EL-GNR),4,91.25,83.08,87.14,87.14,91.25,85.71,88.00,89.33,88.00,91.25,88.00,83.08,87.77
6,Etika & Kepatuhan Karyawan (EKK) 2018,Profressional (EL-PRO),10,89.47,91.25,89.47,0,91.00,92.86,87.78,89.47,93.33,89.47,87.78,92.38,82.86
6,Contract Drafting,Risk & Compliance (EL-RIC),5,84.71,84.71,86.67,84.71,86.67,86.67,84.71,86.67,86.67,86.67,86.67,84.71,85.85
6,Control Self Assesment,Risk & Compliance (EL-RIC),5,90.00,90.00,90.00,90.00,90.00,92.94,92.94,90.00,91.00,90.00,91.00,90.00,90.66
6,The Miracle of Working with Passion,SIGMA,14,70.00,76.00,70.77,0,70.77,72.31,74.29,67.27,67.27,70.00,70.77,80.00,65.79
6,Produk Automated Teller Machine (ATM),SSI,7,95.48,97.58,96.25,97.14,95.48,97.58,96.88,96.88,96.25,96.88,97.58,96.25,96.69
6,Business & Marketing Strategy,Strategic Plan & Development (EL-SPD),4,89.33,87.14,89.33,88.00,89.33,88.00,85.71,89.33,90.00,89.33,88.00,87.69,88.43
6,Dasar - Dasar Six Sigma,Strategic Plan & Development (EL-SPD),4,92.94,92.94,91.25,92.94,92.94,95.56,95.56,92.94,92.94,92.94,95.56,92.94,93.45
6,5 - LVC - KURSILMAT,Top & New Courses,2,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56
6,Awareness ISO/IEC 20000-1:2011 Divisi IT,Top & New Courses,5,88.42,88.42,88.42,88.42,88.42,90.00,90.00,88.42,90.00,88.42,88.42,88.42,88.82
6,CFU Transformation,Top & New Courses,28,89.06,89.63,90.20,0,89.63,89.06,89.60,88.08,90.55,88.09,88.85,88.85,81.8
6,Contoh Perilaku The Telkom Way,Top & New Courses,36,89.93,90.37,90.07,90.85,89.93,91.61,90.29,90.14,92.75,90.36,91.45,89.48,90.6
6,Customer Approach 360 Degree,Top & New Courses,30,90.09,90.85,91.40,91.13,90.26,92.20,90.92,90.35,90.76,90.00,90.92,90.94,90.82
6,Dasar - Dasar K3,Top & New Courses,29,91.93,91.75,91.93,91.69,91.53,92.88,92.95,91.93,94.49,92.50,92.95,92.41,92.41
6,Diarium - New Digital Paradigm for Strengthening The Telkom Way,Top & New Courses,84,91.21,91.66,91.24,0,91.21,91.45,90.96,91.21,91.66,90.90,91.05,91.16,83.64
